pktTotalSize,pktMeanSize,pktVarSize,pktMinSize,serviceType,windowTotal,windowMean,windowVar,windowMin,windowMax,numberOfRstFlag,numberOfPshFlag,numberOfKeepAlive,numberOfSyncFlood,LABEL
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3448,431.0,418.0,40,443,519100,64887.5,647.5,64240,65535,0,3,0,0,TunnelBear
3448,431.0,418.0,40,443,519100,64887.5,647.5,64240,65535,0,3,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3448,431.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3448,431.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3448,431.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3614,451.75,459.5,40,443,519100,64887.5,647.5,64240,65535,0,3,0,0,TunnelBear
3612,451.5,459.0,40,443,519100,64887.5,647.5,64240,65535,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
2124,265.5,421.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3612,451.5,461.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3612,451.5,459.0,40,443,519100,64887.5,647.5,64240,65535,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3612,451.5,461.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3612,451.5,459.0,40,443,519100,64887.5,647.5,64240,65535,0,3,0,0,TunnelBear
2119,264.875,420.0,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
2137,267.125,424.5,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
2124,265.5,421.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3620,452.5,461.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3628,453.5,461.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3612,451.5,461.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3612,451.5,461.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3612,451.5,459.0,40,443,519100,64887.5,647.5,64240,65535,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3612,451.5,459.0,40,443,519100,64887.5,647.5,64240,65535,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3612,451.5,459.0,40,443,519100,64887.5,647.5,64240,65535,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3622,452.75,461.5,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3612,451.5,459.0,40,443,519100,64887.5,647.5,64240,65535,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3612,451.5,461.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3612,451.5,459.0,40,443,519100,64887.5,647.5,64240,65535,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3612,451.5,459.0,40,443,519100,64887.5,647.5,64240,65535,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3612,451.5,459.0,40,443,519100,64887.5,647.5,64240,65535,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3612,451.5,461.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3628,453.5,461.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3620,452.5,461.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3612,451.5,461.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3628,453.5,461.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3628,453.5,461.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3420,427.5,411.0,40,443,519100,64887.5,647.5,64240,65535,0,3,0,0,TunnelBear
3436,429.5,413.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3620,452.5,461.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3612,451.5,459.0,40,443,519100,64887.5,647.5,64240,65535,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3612,451.5,459.0,40,443,519100,64887.5,647.5,64240,65535,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
2124,265.5,421.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3612,451.5,459.0,40,443,519100,64887.5,647.5,64240,65535,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
10484,1310.5,365.0,40,60301,513920,64240.0,0.0,64240,64240,0,1,0,0,TunnelBear
2108,263.5,417.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
2119,264.875,420.0,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
2124,265.5,421.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
2137,267.125,424.5,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
2124,265.5,421.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
3640,455.0,458.0,40,443,513920,64240.0,0.0,64240,64240,0,1,0,0,TunnelBear
5088,636.0,458.0,40,443,513920,64240.0,0.0,64240,64240,0,1,0,0,TunnelBear
948,118.5,127.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
2119,264.875,420.0,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
2207,275.875,442.0,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
950,118.75,121.75,40,443,513920,64240.0,0.0,64240,64240,0,3,0,0,TunnelBear
506,63.25,7.75,40,60283,449020,56127.5,16060.0,0,64240,1,6,0,0,TunnelBear
4896,612.0,410.0,40,443,513920,64240.0,0.0,64240,64240,0,1,0,0,TunnelBear
4896,612.0,410.0,40,443,513920,64240.0,0.0,64240,64240,0,1,0,0,TunnelBear
948,118.5,127.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
2219,277.375,439.0,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
1053,131.625,121.75,40,443,513920,64240.0,0.0,64240,64240,0,4,0,0,TunnelBear
4872,609.0,408.0,40,443,513920,64240.0,0.0,64240,64240,0,4,0,0,TunnelBear
5088,636.0,458.0,40,443,513920,64240.0,0.0,64240,64240,0,1,0,0,TunnelBear
2119,264.875,420.0,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
2124,265.5,421.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
2137,267.125,424.5,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
2124,265.5,421.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
5064,633.0,460.0,40,443,513920,64240.0,0.0,64240,64240,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
3941,492.625,458.5,40,443,513920,64240.0,0.0,64240,64240,0,3,0,0,TunnelBear
5064,633.0,456.0,40,443,513920,64240.0,0.0,64240,64240,0,4,0,0,TunnelBear
2137,267.125,424.5,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
2124,265.5,421.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
5080,635.0,458.0,40,443,513920,64240.0,0.0,64240,64240,0,2,0,0,TunnelBear
948,118.5,127.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
960,120.0,124.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
5088,636.0,458.0,40,443,513920,64240.0,0.0,64240,64240,0,1,0,0,TunnelBear
948,118.5,127.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
3749,468.625,410.5,40,443,513920,64240.0,0.0,64240,64240,0,2,0,0,TunnelBear
5064,633.0,456.0,40,443,513920,64240.0,0.0,64240,64240,0,4,0,0,TunnelBear
948,118.5,127.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
2124,265.5,421.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
2124,265.5,421.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
5088,636.0,458.0,40,443,513920,64240.0,0.0,64240,64240,0,1,0,0,TunnelBear
948,118.5,127.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
3750,468.75,408.5,40,443,513920,64240.0,0.0,64240,64240,0,4,0,0,TunnelBear
348,43.5,4.0,40,443,513920,64240.0,0.0,64240,64240,0,0,0,0,TunnelBear
4888,611.0,410.0,40,443,513920,64240.0,0.0,64240,64240,0,2,0,0,TunnelBear
5088,636.0,458.0,40,443,513920,64240.0,0.0,64240,64240,0,1,0,0,TunnelBear
948,118.5,127.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
960,120.0,124.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
5080,635.0,458.0,40,443,513920,64240.0,0.0,64240,64240,0,2,0,0,TunnelBear
948,118.5,127.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
5072,634.0,458.0,40,443,513920,64240.0,0.0,64240,64240,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
5080,635.0,458.0,40,443,513920,64240.0,0.0,64240,64240,0,2,0,0,TunnelBear
2234,279.25,417.0,40,443,513805,64225.625,28.75,64125,64240,0,4,0,0,TunnelBear
2207,275.875,442.0,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
2124,265.5,421.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
2137,267.125,424.5,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
2124,265.5,421.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
2219,277.375,439.0,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,513805,64225.625,28.75,64125,64240,0,3,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3620,452.5,461.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3620,452.5,461.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3620,452.5,461.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
948,118.5,127.25,40,443,518985,64873.125,1000.0,64125,65535,0,3,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3448,431.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3448,431.0,418.0,40,443,519100,64887.5,647.5,64240,65535,0,3,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3464,433.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,1,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
3456,432.0,420.0,40,443,519100,64887.5,647.5,64240,65535,0,2,0,0,TunnelBear
