pktTotalSize,pktMeanSize,pktVarSize,pktMinSize,serviceType,windowTotal,windowMean,windowVar,windowMin,windowMax,numberOfRstFlag,numberOfPshFlag,numberOfKeepAlive,numberOfSyncFlood,LABEL
5664,708.0,353.0,40,31743,27679,3459.875,6693.25,110,26883,0,2,0,0,Epic
5664,708.0,353.0,40,31746,27675,3459.375,6693.25,110,26883,0,2,0,0,Epic
5676,709.5,350.0,40,31758,27665,3458.125,6693.25,110,26883,0,2,0,0,Epic
5707,713.375,353.0,40,31763,66457,8307.125,16351.0,131,65535,0,2,0,0,Epic
4684,585.5,388.0,40,31764,27796,3474.5,6693.25,110,26883,0,1,0,0,Epic
5676,709.5,350.0,40,31778,27657,3457.125,6693.25,110,26883,0,2,0,0,Epic
5676,709.5,350.0,40,31917,27657,3457.125,6693.25,110,26883,0,2,0,0,Epic
5664,708.0,353.0,40,31918,27675,3459.375,6693.25,110,26883,0,2,0,0,Epic
5676,709.5,350.0,40,31935,27657,3457.125,6693.25,110,26883,0,2,0,0,Epic
5676,709.5,350.0,40,31974,27657,3457.125,6693.25,110,26883,0,2,0,0,Epic
5719,714.875,353.0,40,31979,66454,8306.75,16351.0,131,65535,0,2,0,0,Epic
7943,992.875,350.0,40,31989,67474,8434.25,16314.5,277,65535,0,3,0,0,Epic
7943,992.875,350.0,40,31992,67474,8434.25,16314.5,277,65535,0,3,0,0,Epic
7943,992.875,350.0,40,31994,67474,8434.25,16314.5,277,65535,0,4,0,0,Epic
7942,992.75,350.0,40,32000,67474,8434.25,16314.5,277,65535,0,3,0,0,Epic
5676,709.5,350.0,40,32889,27666,3458.25,6693.25,110,26883,0,2,0,0,Epic
5676,709.5,350.0,40,32891,27657,3457.125,6693.25,110,26883,0,2,0,0,Epic
5676,709.5,350.0,40,32892,27657,3457.125,6693.25,110,26883,0,2,0,0,Epic
2071,258.875,369.25,53,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
6012,751.5,573.5,83,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
3220,402.5,477.25,40,443,149238,18654.75,19643.0,1026,64240,0,3,0,0,Facebook
380,47.5,3.0,40,443,277232,34654.0,11964.0,16384,64240,1,0,0,0,Facebook
5914,739.25,302.0,70,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
7119,889.875,576.75,83,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
7112,889.0,575.0,84,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
6991,873.875,465.0,70,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
2151,268.875,420.75,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
7015,876.875,464.25,70,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
7787,973.375,575.25,84,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
7677,959.625,602.5,63,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
2151,268.875,420.75,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2151,268.875,420.75,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2151,268.875,420.75,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2151,268.875,420.75,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
3219,402.375,497.25,40,443,149238,18654.75,19643.0,1026,64240,0,3,0,0,Facebook
3220,402.5,497.25,40,443,149238,18654.75,19643.0,1026,64240,0,3,0,0,Facebook
3205,400.625,477.25,40,443,149238,18654.75,19643.0,1026,64240,0,3,0,0,Facebook
3206,400.75,477.25,40,443,149238,18654.75,19643.0,1026,64240,0,3,0,0,Facebook
6557,819.625,600.5,70,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
6539,817.375,600.5,71,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
7182,897.75,575.75,84,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
7048,881.0,576.75,83,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
6548,818.5,631.0,71,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
7084,885.5,576.5,84,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
3989,498.625,438.5,67,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
4979,622.375,707.75,67,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
3967,495.875,439.0,67,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
4986,623.25,713.75,67,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
4976,622.0,714.75,67,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
6020,752.5,573.25,83,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
5335,666.875,658.5,84,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
5319,664.875,657.75,83,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
6539,817.375,600.75,70,443,0,0.0,0.0,0,0,0,0,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
1124,140.5,183.0,40,443,149237,18654.625,19643.25,1025,64240,0,3,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
2229,278.625,440.25,40,443,133878,16734.75,19643.25,1025,64240,0,4,0,0,Facebook
